Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2873,123,584.230,0,0.000,1,6.050,0,0.000,4,19.500,3,10.260,3,29.300,1,13.200,1,18.000,3,11.340,0,0.000,1,4.200,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,140,696.080
2874,83,349.330,0,0.000,0,0.000,0,0.000,2,10.450,1,6.050,0,0.000,0,0.000,0,0.000,0,0.000,1,6.270,1,6.600,0,0.000,0,0.000,0,0.000,1,4.500,0,0.000,89,383.200
2875,124,581.699,0,0.000,0,0.000,0,0.000,3,23.510,1,6.600,2,11.400,1,12.000,1,6.480,3,12.870,1,3.150,2,16.830,2,15.840,0,0.000,0,0.000,1,6.600,0,0.000,141,696.979
2876,47,226.740,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,7.260,0,0.000,1,6.600,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,51,247.200
2877,551,"3,023.118",1,99.840,7,44.615,9,84.785,0,0.000,4,25.875,5,25.000,13,63.535,6,27.395,1,4.675,6,32.175,2,13.200,3,18.700,0,0.000,4,32.510,6,41.820,1,6.600,619,"3,543.843"
2878,44,230.910,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,44,230.910
2879,151,684.345,2,22.360,1,3.420,0,0.000,12,88.655,2,36.060,1,10.450,0,0.000,1,6.050,2,9.875,3,23.890,2,33.330,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,177,918.435
2880,"3,703","12,073.008",13,48.260,47,303.200,45,315.280,66,501.435,51,416.075,53,373.990,19,133.895,34,323.665,53,387.350,35,240.365,63,495.005,34,374.255,71,627.890,39,380.415,19,149.980,7,46.920,"4,352","17,190.988"
2898,41,155.893,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,41,155.893
2899,544,"1,650.515",0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.685,0,0.000,0,0.000,545,"1,654.200"
2900,88,504.705,0,0.000,2,10.300,2,9.840,1,5.225,1,6.600,2,9.750,2,11.400,2,130.800,1,7.875,1,6.615,0,0.000,1,6.600,2,18.700,2,13.250,2,15.840,0,0.000,109,757.500
2901,1,3.500,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,3.500
2902,"1,122","3,976.445",15,99.500,11,65.810,10,86.290,15,99.505,15,101.215,19,140.980,11,72.325,17,151.540,17,115.390,14,109.725,21,124.690,21,180.125,13,100.755,16,117.835,8,70.165,6,52.850,"1,351","5,665.145"
2903,629,"2,356.898",5,32.125,8,54.715,9,57.345,4,27.805,5,28.530,4,29.690,9,64.455,6,35.880,11,71.295,11,72.110,17,118.350,5,51.770,4,32.340,5,47.765,4,25.110,1,7.700,737,"3,113.883"
2904,"1,055","3,387.022",8,72.995,8,52.940,4,29.240,10,66.350,8,58.085,3,18.900,11,81.490,9,58.415,12,72.885,16,106.595,14,110.055,13,104.370,9,69.515,14,105.510,9,78.010,3,24.840,"1,206","4,497.217"
2905,"1,800","6,769.311",14,88.885,20,120.875,20,128.870,28,172.175,20,128.715,16,200.315,28,183.675,23,160.045,26,169.155,35,223.500,50,331.045,35,257.995,28,199.720,23,175.800,29,245.700,8,65.470,"2,203","9,621.251"
2906,"1,005","3,719.253",9,53.190,15,90.350,14,89.025,9,53.805,8,72.965,12,62.800,26,182.605,17,129.455,18,112.105,26,157.980,24,145.860,25,188.910,12,86.195,22,154.145,15,107.925,4,23.100,"1,261","5,429.668"
2911,210,"1,688.437",7,167.355,7,97.300,1,4.500,3,21.850,2,13.220,1,10.710,10,63.035,8,93.150,7,40.890,6,94.580,3,19.815,9,99.930,0,0.000,8,147.160,8,62.495,1,28.635,291,"2,653.062"
2912,208,"1,073.342",3,27.210,4,20.895,4,26.080,2,12.460,2,9.545,3,18.015,2,27.435,2,12.120,4,25.240,1,15.120,1,6.270,5,68.470,3,78.750,5,38.610,5,38.275,1,13.200,255,"1,511.037"
2913,"1,836","6,644.595",19,136.960,20,117.495,33,293.440,24,154.875,24,121.875,15,107.495,25,168.690,22,156.065,24,166.890,28,283.730,40,282.450,37,342.305,23,166.470,30,229.485,26,192.315,7,62.765,"2,233","9,627.900"
2914,"1,376","5,586.361",19,123.380,30,213.445,24,142.190,28,199.350,20,158.060,25,165.110,32,300.350,25,182.020,24,175.355,31,238.305,25,182.210,46,338.095,22,160.205,21,154.480,38,262.425,12,93.690,"1,798","8,675.031"
3000,45,797.901,1,35.340,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,55.500,0,0.000,0,0.000,0,0.000,0,0.000,1,5.225,0,0.000,0,0.000,1,4.950,0,0.000,50,898.916
3002,48,292.534,1,22.200,0,0.000,1,6.380,0,0.000,0,0.000,0,0.000,1,10.000,1,5.865,1,12.000,2,11.360,1,5.400,1,5.610,0,0.000,0,0.000,0,0.000,0,0.000,57,371.349
3003,69,836.445,1,6.325,0,0.000,1,3.700,1,6.270,2,10.890,0,0.000,1,3.720,1,4.950,0,0.000,0,0.000,1,5.310,1,6.000,1,9.570,0,0.000,1,3.480,0,0.000,80,896.660
3004,13,255.400,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,13,255.400
3006,16,176.665,0,0.000,1,64.380,0,0.000,1,56.160,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,44.850,0,0.000,1,34.000,0,0.000,1,30.400,0,0.000,0,0.000,21,406.455
3008,84,787.765,0,0.000,0,0.000,0,0.000,1,90.830,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,8.100,0,0.000,0,0.000,0,0.000,0,0.000,86,886.695
3011,598,"2,598.264",4,17.110,9,57.005,11,58.390,10,39.480,4,15.680,12,89.850,4,16.610,4,48.850,6,67.530,12,105.285,11,56.730,6,187.250,4,19.615,3,16.530,11,57.260,5,41.840,714,"3,493.279"
3012,915,"4,168.426",12,62.430,22,183.170,24,141.510,17,99.466,6,33.705,8,83.640,8,72.245,11,65.185,8,40.365,16,141.190,11,153.960,14,77.640,5,24.525,15,192.520,8,111.330,1,3.960,"1,101","5,655.267"
3013,668,"2,379.652",5,130.395,13,68.310,19,96.660,14,72.395,6,34.195,2,3.050,6,58.775,2,11.640,7,30.500,4,26.325,3,16.765,6,43.775,1,9.425,3,18.430,4,27.820,0,0.000,763,"3,028.112"
3015,770,"2,629.426",13,60.920,9,45.190,11,46.290,13,78.270,10,54.580,3,15.310,2,11.865,7,47.530,3,15.705,8,42.480,12,160.455,4,24.090,6,33.340,7,58.415,9,42.130,2,13.215,889,"3,379.211"
3016,692,"2,681.648",5,26.030,21,90.680,16,74.520,13,93.420,7,31.335,8,18.160,6,50.095,7,45.850,9,150.680,13,85.190,11,107.825,6,47.900,3,14.730,7,55.770,3,16.180,1,9.800,828,"3,599.813"
3018,908,"3,602.584",9,42.515,3,13.660,10,74.345,5,40.370,10,64.385,7,40.975,4,30.345,11,64.830,13,70.180,6,34.820,8,224.710,6,36.545,6,55.650,5,33.380,8,43.200,1,4.675,"1,020","4,477.169"
3019,344,"1,675.020",4,23.310,6,34.800,7,129.935,13,48.525,4,19.745,4,20.740,3,33.090,3,64.080,3,16.395,1,6.600,2,18.825,3,16.500,2,11.440,1,6.600,2,10.200,1,3.960,403,"2,139.765"
3020,"2,285","9,204.186",32,278.660,41,311.180,25,213.630,28,232.530,24,137.286,9,60.725,12,157.865,8,70.475,17,207.305,19,164.280,18,168.110,26,300.060,26,230.760,23,140.345,25,200.800,5,27.075,"2,623","12,105.272"
3021,"2,633","8,553.573",35,192.000,44,249.675,34,279.250,31,170.705,22,124.970,10,58.950,11,60.440,11,65.420,23,234.335,31,241.555,37,223.985,42,270.885,32,193.670,34,203.950,36,206.775,7,42.630,"3,073","11,372.768"
3022,163,574.029,1,2.200,1,6.510,0,0.000,1,5.100,1,6.600,3,24.000,1,9.920,0,0.000,0,0.000,1,5.280,0,0.000,2,12.270,3,16.995,0,0.000,2,16.665,0,0.000,179,679.569
3023,"4,335","14,787.688",40,242.040,59,377.055,50,422.975,51,386.225,29,171.385,27,302.370,23,177.935,33,375.120,31,200.705,60,373.340,66,426.525,64,397.865,33,203.740,65,548.170,39,276.625,5,31.140,"5,010","19,700.903"
3024,"1,962","6,766.520",32,183.315,48,268.455,47,284.070,37,232.531,25,152.860,12,73.740,21,120.875,43,275.565,57,364.020,89,623.815,86,549.625,78,513.545,64,402.715,69,436.650,33,360.525,5,30.640,"2,708","11,639.466"
3025,464,"2,263.195",2,4.295,3,100.335,9,189.960,6,31.230,5,110.970,5,61.365,4,67.220,5,52.020,3,15.520,6,53.250,5,122.505,6,126.650,7,60.870,8,45.940,5,24.820,1,6.600,544,"3,336.745"
3026,105,"2,836.640",11,67.410,8,49.810,11,281.110,4,25.705,8,83.825,7,200.685,7,175.230,6,50.025,12,189.120,10,144.270,12,427.955,13,125.330,14,132.555,11,188.240,8,137.045,1,26.680,248,"5,141.635"
3027,523,"1,828.160",13,81.965,17,105.740,11,72.370,14,86.440,6,33.010,7,38.190,3,19.815,6,39.075,9,57.280,16,103.170,14,121.220,16,104.060,11,66.130,16,92.825,11,65.650,0,0.000,693,"2,915.100"
3028,"1,774","5,680.508",23,132.275,22,117.440,22,126.235,14,108.890,11,68.820,5,48.025,10,84.995,11,64.165,11,150.150,21,220.360,17,98.580,16,177.290,8,43.905,17,97.120,23,137.540,5,31.300,"2,010","7,387.598"
3029,"8,217","31,599.747",157,958.005,210,"1,320.080",218,"1,578.135",171,"1,070.562",106,777.085,53,577.820,67,637.855,147,"1,003.065",194,"1,515.195",307,"2,093.610",368,"2,450.710",282,"2,095.405",261,"1,745.290",248,"1,730.210",150,"1,111.055",41,243.820,"11,197","52,507.649"
3030,"6,918","26,984.809",109,653.105,147,852.520,120,832.140,119,761.800,81,526.600,58,563.720,57,485.380,81,503.885,125,777.080,157,"1,228.595",201,"1,395.985",190,"1,407.375",170,"1,141.990",174,"1,130.985",100,707.970,30,185.015,"8,837","40,138.954"
3031,488,"1,722.848",5,22.405,9,54.530,8,37.410,8,48.000,3,40.690,4,22.540,5,24.830,2,7.210,2,8.310,8,64.315,7,43.130,5,51.250,1,6.660,3,12.160,3,15.110,2,10.610,563,"2,192.008"
3032,993,"3,675.939",10,52.665,19,118.865,16,86.955,10,47.752,11,54.065,6,37.400,14,87.190,9,146.610,10,70.190,6,32.885,11,70.215,10,64.320,7,41.825,15,83.045,14,87.730,1,6.615,"1,162","4,764.266"
3033,703,"2,493.448",14,81.885,2,10.760,10,73.945,5,30.364,6,38.400,3,18.900,4,24.780,4,30.870,3,22.125,7,48.445,4,22.350,7,51.085,4,25.740,10,55.305,5,34.250,4,24.205,795,"3,086.857"
3034,502,"1,779.137",4,32.680,4,37.990,11,71.340,3,17.610,5,30.315,3,19.350,4,26.635,1,6.615,3,17.280,6,41.185,7,38.655,4,22.775,3,12.060,2,14.050,6,38.295,0,0.000,568,"2,205.972"
3036,356,"1,437.610",2,13.800,2,8.250,5,27.845,2,10.370,3,38.000,2,7.500,3,20.535,4,24.225,3,17.300,4,23.940,3,18.440,4,28.280,2,19.680,3,18.490,0,0.000,0,0.000,398,"1,714.265"
3037,"3,135","10,805.227",39,217.660,54,531.865,54,327.440,31,188.455,19,119.600,6,41.660,14,82.980,19,134.730,24,147.110,34,205.370,42,257.690,42,265.900,42,264.635,39,270.165,26,168.805,8,59.070,"3,628","14,088.362"
3038,"1,690","6,185.298",20,123.500,24,143.660,27,159.565,22,137.760,14,79.505,6,41.910,4,22.455,11,67.080,14,85.620,25,149.110,21,127.885,17,216.385,18,106.965,22,146.630,13,146.045,4,24.765,"1,952","7,964.138"
3039,490,"1,848.383",6,69.810,2,11.990,6,122.345,6,31.600,4,17.855,5,43.045,1,6.300,1,7.800,1,6.600,5,31.770,5,23.900,2,10.350,4,21.230,6,35.480,3,19.550,0,0.000,547,"2,308.008"
3040,906,"3,547.195",8,47.750,13,75.160,20,113.730,13,90.380,8,54.255,4,27.990,8,130.725,4,26.030,5,41.365,8,60.150,6,45.220,4,29.320,5,29.180,8,58.065,5,37.115,3,44.700,"1,028","4,458.330"
3041,493,"1,791.182",6,41.670,8,41.185,7,49.465,7,54.200,3,16.500,1,8.195,4,115.685,10,200.460,4,31.885,6,35.645,7,43.350,3,40.200,7,40.410,5,31.725,2,9.750,3,19.235,576,"2,570.742"
3042,717,"3,458.522",8,40.325,6,36.025,13,124.435,0,0.000,5,120.090,5,51.800,0,0.000,7,118.865,6,54.760,7,39.305,10,173.500,7,43.110,6,58.460,3,18.170,6,26.745,4,31.300,810,"4,395.412"
3043,"1,029","5,416.945",6,30.325,15,112.705,14,155.695,8,45.950,6,67.085,5,58.585,8,99.555,4,87.015,4,74.310,12,118.250,9,118.510,9,99.405,7,44.880,5,30.855,10,59.935,2,10.560,"1,153","6,630.565"
3044,986,"3,405.466",5,31.620,11,69.195,12,64.035,9,45.670,11,69.755,5,32.900,6,32.520,15,82.665,6,28.435,10,109.605,14,93.675,7,36.775,11,68.110,24,181.880,8,77.265,5,28.665,"1,145","4,458.236"
3045,4,94.630,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,94.630
3046,"1,224","4,061.915",8,37.530,14,80.005,21,115.440,18,97.170,16,71.260,4,21.285,7,43.255,6,34.125,11,65.830,17,94.455,14,82.300,18,191.100,12,73.380,10,51.205,15,167.005,5,36.900,"1,420","5,324.160"
3047,773,"3,345.860",14,110.740,11,82.930,13,79.040,11,68.880,11,118.820,7,126.540,3,14.810,3,102.210,11,62.930,15,211.480,15,89.065,10,62.430,14,89.810,8,41.660,14,82.030,2,8.925,935,"4,698.160"
3048,864,"3,137.184",7,40.125,13,100.480,12,156.795,5,36.275,7,40.250,3,19.005,1,6.615,4,21.870,9,62.990,9,93.465,16,89.735,14,90.005,20,123.585,18,171.705,10,62.935,1,6.600,"1,013","4,259.619"
3049,486,"1,733.386",5,28.600,11,55.795,9,53.245,12,73.333,7,46.100,2,13.110,3,16.650,3,15.000,6,41.565,6,36.015,3,27.075,7,40.970,10,62.640,8,107.580,3,41.910,2,13.950,583,"2,406.924"
3051,144,738.918,3,11.335,6,120.270,3,29.250,1,4.500,0,0.000,2,5.890,1,6.380,1,5.580,3,12.495,0,0.000,4,15.920,3,46.210,1,6.300,0,0.000,2,9.915,0,0.000,174,"1,012.963"
3052,74,505.254,1,3.025,0,0.000,3,14.935,0,0.000,0,0.000,0,0.000,1,7.500,2,24.780,3,18.050,0,0.000,5,47.280,1,98.800,1,75.330,0,0.000,2,30.770,0,0.000,93,825.724
3053,90,684.625,1,2.880,1,6.160,1,5.270,2,32.170,2,5.890,0,0.000,2,19.800,3,54.020,3,51.980,0,0.000,0,0.000,1,3.600,1,3.250,4,42.420,1,32.830,0,0.000,112,944.895
3054,214,661.688,4,15.570,7,29.000,2,7.900,3,12.470,4,19.010,0,0.000,3,18.445,3,17.760,3,10.620,6,22.475,2,7.520,4,23.520,3,9.790,3,6.900,3,11.955,1,4.620,265,879.243
3055,492,"1,584.676",4,21.940,4,45.550,8,43.019,4,17.190,6,28.345,4,31.070,3,17.215,1,3.790,2,8.505,6,31.925,4,24.630,5,29.135,2,8.525,5,28.810,5,22.590,2,34.520,557,"1,981.435"
3056,785,"3,358.412",9,41.960,7,129.800,10,43.990,10,55.885,10,38.170,8,61.050,8,46.750,32,69.240,9,70.605,12,76.885,8,91.035,9,39.875,6,65.100,5,26.505,11,67.490,3,14.190,942,"4,296.942"
3057,328,"1,267.651",2,9.550,7,33.385,4,29.150,4,19.215,4,18.610,0,0.000,1,5.180,2,16.740,1,4.200,5,26.400,6,55.065,2,7.235,2,13.100,12,62.250,9,44.595,1,6.270,390,"1,618.596"
3058,"1,715","6,769.357",20,131.160,15,87.225,24,156.125,23,141.340,17,231.025,13,84.865,9,75.220,16,103.655,13,87.375,17,84.385,16,112.625,22,170.895,22,150.525,13,65.335,14,102.725,4,19.680,"1,973","8,573.517"
3059,"1,113","4,806.250",17,98.700,21,132.240,23,153.995,16,96.950,11,62.650,10,78.890,5,28.065,9,59.490,11,72.980,18,108.820,15,88.805,16,132.095,15,101.810,24,180.525,10,69.400,1,6.600,"1,335","6,278.265"
3060,483,"1,768.405",8,41.380,6,35.180,5,26.800,5,25.650,6,22.370,7,53.315,0,0.000,4,21.855,7,41.490,2,10.940,6,131.010,12,75.020,5,31.460,12,96.325,1,7.875,1,6.600,570,"2,395.675"
3061,396,"5,404.260",3,23.310,7,42.180,7,141.240,5,41.050,4,92.440,5,66.695,9,186.650,9,289.475,3,143.630,9,126.420,7,234.960,13,242.450,3,116.700,3,20.270,5,149.590,2,48.450,490,"7,369.770"
3062,21,466.670,1,90.060,0,0.000,1,50.320,0,0.000,2,42.350,2,42.125,1,63.360,1,20.100,0,0.000,1,6.615,1,98.670,2,198.940,0,0.000,0,0.000,0,0.000,0,0.000,33,"1,079.210"
3063,50,267.675,1,6.210,1,10.830,0,0.000,0,0.000,0,0.000,0,0.000,1,9.920,1,6.600,1,11.880,0,0.000,1,9.900,2,15.280,0,0.000,1,6.600,0,0.000,0,0.000,59,344.895
3064,"5,199","20,407.286",112,707.430,136,869.390,143,876.450,83,515.345,51,319.610,44,252.190,57,396.470,122,867.125,140,952.600,195,"1,299.285",212,"1,415.580",200,"1,349.490",191,"1,292.375",202,"1,352.375",150,"1,045.720",32,208.105,"7,269","34,126.826"
3065,177,771.795,3,16.315,1,4.560,3,9.630,5,26.610,4,17.550,8,12.040,0,0.000,2,15.320,2,10.310,2,8.900,4,49.510,4,48.020,2,7.975,2,7.550,0,0.000,0,0.000,219,"1,006.085"
3066,134,720.547,2,18.640,5,33.405,2,6.780,2,10.035,2,42.905,3,59.960,2,9.675,3,18.270,1,34.830,0,0.000,3,16.640,0,0.000,1,28.380,3,18.690,2,19.570,0,0.000,165,"1,038.327"
3067,130,779.561,0,0.000,2,40.510,4,12.520,4,34.700,4,83.990,1,29.760,2,50.800,2,6.630,1,6.000,1,3.200,3,15.940,6,44.850,3,21.315,3,18.690,2,39.120,0,0.000,168,"1,187.586"
3068,644,"2,083.929",8,35.715,8,34.045,12,69.580,9,58.890,12,53.916,4,19.020,4,18.860,7,34.395,6,24.875,9,42.330,10,50.260,8,104.770,5,26.030,3,14.270,6,33.985,1,4.550,756,"2,709.420"
3070,"1,221","3,691.605",12,59.530,9,37.855,17,121.181,18,84.885,29,177.605,22,226.675,48,282.020,31,183.005,10,63.975,9,40.205,9,53.045,16,181.672,2,11.660,9,45.175,11,58.910,1,4.340,"1,474","5,323.343"
3071,736,"2,675.652",10,48.915,7,38.870,10,47.825,7,39.995,15,115.595,24,224.340,28,149.220,10,101.035,6,130.370,5,31.240,5,25.805,8,125.120,3,15.440,7,39.490,6,35.145,3,17.355,890,"3,861.412"
3072,"1,381","5,016.449",7,42.560,16,99.563,18,121.285,25,170.955,39,298.250,30,169.866,34,156.420,25,232.175,12,167.605,6,32.050,18,207.375,23,191.670,8,41.850,15,188.910,5,23.290,6,75.130,"1,668","7,235.403"
3073,"2,108","6,878.114",20,143.630,22,212.620,28,151.665,27,221.385,51,362.150,48,249.125,43,258.885,26,182.610,17,105.790,13,77.380,23,161.270,18,121.120,16,97.015,17,119.570,13,168.510,6,29.420,"2,496","9,540.259"
3074,"1,050","6,216.248",16,205.005,20,251.480,16,146.025,8,39.990,9,175.180,7,88.440,6,65.580,10,161.050,21,296.495,15,110.780,20,342.845,11,81.215,7,36.245,11,69.845,11,206.265,7,91.625,"1,245","8,584.313"
3075,"1,028","3,448.330",18,120.155,11,72.890,10,51.035,13,77.650,27,122.790,3,19.020,7,35.635,10,64.045,14,111.960,9,50.890,11,68.145,12,79.935,15,123.720,16,98.490,19,118.860,3,19.470,"1,226","4,683.020"
3076,"2,011","7,222.934",26,140.680,19,109.110,32,187.515,24,224.985,18,245.655,5,30.200,10,60.640,23,137.255,25,189.755,35,353.000,28,200.320,23,284.230,31,285.620,34,219.010,26,259.510,5,32.915,"2,375","10,183.334"
3078,608,"2,462.482",8,94.445,11,57.130,11,66.365,14,87.415,20,96.640,6,27.125,11,67.635,11,73.165,13,62.500,8,86.730,6,22.490,11,74.720,7,25.840,15,69.550,4,30.090,1,5.280,765,"3,409.602"
3079,626,"2,438.133",7,217.610,12,80.915,8,48.605,5,29.225,12,74.495,2,10.500,5,32.970,8,50.155,6,29.945,7,52.285,12,73.210,9,66.030,7,27.490,8,37.370,6,45.925,2,11.220,742,"3,326.083"
3081,473,"2,421.592",5,23.205,9,160.762,9,49.710,3,37.080,5,118.410,4,14.270,7,156.745,6,82.485,4,82.310,3,82.580,9,146.945,6,30.750,7,42.975,5,28.210,6,46.440,1,6.650,562,"3,531.119"
3082,"1,533","5,389.139",29,162.595,23,139.210,38,233.190,25,157.625,15,88.225,5,22.680,10,86.330,15,88.175,21,129.380,24,141.785,28,176.510,26,160.465,15,89.660,23,145.505,26,166.355,8,43.955,"1,864","7,420.784"
3083,"1,673","5,956.348",21,122.125,20,231.465,28,161.025,15,93.506,21,199.767,10,110.570,13,80.790,9,65.805,13,94.485,21,125.815,28,164.095,19,134.505,18,111.275,20,145.510,11,69.055,3,22.010,"1,943","7,888.151"
3084,"1,166","4,261.173",17,97.075,27,164.040,14,76.035,11,66.650,11,57.320,13,75.715,9,55.415,9,48.320,13,81.055,14,121.840,19,113.720,18,114.675,7,40.260,16,96.490,7,36.015,3,23.220,"1,374","5,529.018"
3085,630,"2,124.622",8,37.825,6,39.730,21,108.670,11,54.620,6,32.910,1,6.325,6,35.060,7,47.725,4,25.890,9,88.985,6,33.720,8,47.660,7,44.010,4,40.710,6,37.315,5,29.220,745,"2,834.997"
3087,412,"1,256.650",3,14.570,5,26.790,4,18.977,10,51.265,3,12.865,0,0.000,3,16.700,5,27.925,4,24.740,8,58.375,5,28.620,5,29.055,6,32.380,7,41.975,6,35.245,0,0.000,486,"1,676.132"
3088,"1,285","4,344.091",25,135.875,29,152.770,24,126.755,19,108.035,18,108.075,8,45.365,12,64.985,8,49.375,10,62.715,10,80.225,13,75.120,15,180.830,11,78.120,17,95.505,14,87.175,4,19.110,"1,522","5,814.126"
3089,708,"2,696.744",8,38.895,15,92.830,17,106.345,7,37.025,7,34.045,2,10.400,0,0.000,11,164.840,7,43.725,6,40.555,9,51.800,8,46.500,8,45.095,11,66.490,7,44.510,2,11.985,833,"3,531.784"
3090,141,748.698,2,12.150,5,37.270,4,35.565,1,6.600,4,38.480,3,18.800,0,0.000,0,0.000,5,62.250,2,28.510,0,0.000,0,0.000,1,6.600,3,21.915,0,0.000,0,0.000,171,"1,016.838"
3091,154,897.650,1,6.325,3,26.480,1,10.450,1,25.300,2,16.200,2,12.600,0,0.000,0,0.000,2,28.690,2,21.480,5,52.710,1,6.600,2,21.780,0,0.000,1,5.940,0,0.000,177,"1,132.205"
3093,191,866.067,2,7.700,5,28.080,5,38.860,1,20.020,1,3.240,4,118.845,1,6.160,1,16.500,3,24.210,1,12.600,5,33.750,0,0.000,1,5.940,3,17.185,2,12.590,3,29.200,229,"1,240.947"
3094,402,"1,346.823",6,31.235,5,24.580,2,12.180,2,10.915,4,25.170,4,34.330,7,33.030,4,25.000,5,22.415,2,12.475,9,46.730,8,60.930,6,34.870,7,36.810,4,21.845,0,0.000,477,"1,779.338"
3095,"1,434","5,586.149",23,142.175,28,153.390,19,110.720,17,92.650,12,76.270,12,133.165,10,51.560,13,76.735,21,111.570,25,179.075,19,114.130,21,153.465,10,56.660,23,135.400,15,88.375,5,31.200,"1,707","7,292.689"
3096,133,455.500,0,0.000,2,12.700,2,13.110,0,0.000,1,6.600,1,6.600,2,22.500,0,0.000,1,1.240,1,6.080,1,5.985,1,5.940,0,0.000,3,17.245,2,13.200,0,0.000,150,566.700
3097,131,593.060,1,3.200,2,18.371,1,4.125,2,10.505,4,34.215,1,1.925,2,20.985,2,11.655,0,0.000,1,9.900,2,14.850,2,28.020,0,0.000,4,28.210,1,6.600,0,0.000,156,785.621
3099,385,"1,503.099",1,6.600,5,34.070,11,73.945,1,2.970,2,10.725,1,6.600,3,17.925,0,0.000,1,6.600,3,18.435,5,35.120,3,17.750,3,30.960,4,26.130,4,22.685,0,0.000,432,"1,813.614"
3101,732,"3,183.285",19,99.925,15,180.445,14,125.365,13,83.125,11,86.090,11,158.735,9,62.290,8,52.866,12,246.400,6,42.365,10,75.875,8,53.485,4,24.810,10,75.190,9,79.140,2,10.180,893,"4,639.571"
3102,246,765.933,0,0.000,4,29.655,5,57.850,3,28.310,2,10.940,1,6.325,3,14.265,2,9.800,1,6.600,3,19.200,4,24.690,3,16.365,2,6.900,3,19.810,3,24.090,2,13.200,287,"1,053.933"
3103,518,"2,045.432",3,17.100,7,55.610,7,42.335,8,51.265,11,73.665,4,19.975,5,34.435,6,31.470,7,57.450,8,38.565,7,49.855,8,74.370,5,32.700,7,41.835,6,44.940,4,25.465,621,"2,736.467"
3104,712,"2,839.745",12,73.240,6,47.245,14,85.085,20,136.400,5,36.400,2,10.840,9,59.040,11,69.780,5,32.685,15,107.195,10,74.595,10,134.145,6,43.920,7,57.115,7,68.120,3,17.205,854,"3,892.755"
3105,452,"1,654.089",9,59.765,8,37.185,7,30.210,3,18.215,10,59.100,2,15.130,4,39.060,5,29.150,1,6.555,9,58.620,6,59.370,8,51.450,5,29.030,5,30.305,7,53.565,1,3.300,542,"2,234.099"
3106,886,"3,270.892",13,76.930,11,63.615,8,44.725,22,147.505,6,39.985,8,139.340,10,75.665,6,36.240,13,80.920,14,94.620,10,65.070,12,100.300,19,121.425,20,128.735,11,62.835,1,9.900,"1,070","4,558.702"
