Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Previous Years (2001-2018) - SGU Rated Output In kW,Jan 2019 - Installations Quantity,Jan 2019 - SGU Rated Output In kW,Feb 2019 - Installations Quantity,Feb 2019 - SGU Rated Output In kW,Mar 2019 - Installations Quantity,Mar 2019 - SGU Rated Output In kW,Apr 2019 - Installations Quantity,Apr 2019 - SGU Rated Output In kW,May 2019 - Installations Quantity,May 2019 - SGU Rated Output In kW,Jun 2019 - Installations Quantity,Jun 2019 - SGU Rated Output In kW,Jul 2019 - Installations Quantity,Jul 2019 - SGU Rated Output In kW,Aug 2019 - Installations Quantity,Aug 2019 - SGU Rated Output In kW,Sep 2019 - Installations Quantity,Sep 2019 - SGU Rated Output In kW,Oct 2019 - Installations Quantity,Oct 2019 - SGU Rated Output In kW,Nov 2019 - Installations Quantity,Nov 2019 - SGU Rated Output In kW,Dec 2019 - Installations Quantity,Dec 2019 - SGU Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3107,568,"1,924.752",6,33.500,7,41.450,9,56.905,10,153.306,6,39.040,1,5.500,5,43.610,4,40.010,9,53.310,7,134.920,11,64.665,8,46.125,10,62.900,8,49.975,9,61.180,1,6.600,679,"2,817.748"
3108,731,"2,657.460",13,79.220,19,111.430,20,125.470,14,89.655,23,123.160,9,57.480,2,11.550,13,73.245,14,99.610,13,69.005,18,120.520,18,139.435,22,132.155,21,126.100,15,97.805,1,6.600,966,"4,119.900"
3109,"1,039","3,579.627",24,141.690,24,129.835,23,132.850,22,138.980,19,147.520,7,48.005,16,130.695,7,44.990,14,93.610,23,161.990,34,198.445,22,144.650,17,104.310,26,156.380,16,92.985,3,24.195,"1,336","5,470.757"
3111,707,"2,662.834",5,27.045,12,84.525,7,43.280,9,64.100,4,47.715,4,26.700,5,45.705,3,19.055,9,64.715,8,52.435,11,94.043,12,84.155,8,63.650,10,65.385,9,60.315,2,12.420,825,"3,518.077"
3113,601,"2,493.724",2,8.400,7,55.935,7,45.180,2,10.800,2,13.200,3,29.755,0,0.000,2,11.475,3,24.480,7,58.790,4,31.780,5,29.045,5,25.410,5,28.780,7,45.670,3,21.735,665,"2,934.159"
3114,238,"1,046.950",1,9.900,1,5.225,5,31.010,6,53.375,3,14.185,0,0.000,1,6.300,5,40.385,1,6.600,3,27.140,4,29.380,0,0.000,0,0.000,4,25.400,3,28.400,1,6.650,276,"1,330.900"
3115,276,"1,218.180",4,34.980,2,26.400,4,25.700,6,43.570,3,23.440,2,6.820,2,39.100,3,24.425,6,42.085,2,21.805,1,10.080,4,36.155,1,5.040,4,32.530,0,0.000,0,0.000,320,"1,590.310"
3116,690,"2,554.318",16,181.775,12,72.215,12,63.380,10,65.425,12,124.030,6,37.105,7,47.915,9,52.400,1,6.615,22,134.065,5,34.215,13,70.625,4,29.070,10,63.820,4,26.475,4,23.650,837,"3,587.098"
3121,600,"2,567.884",4,17.790,3,14.290,6,41.895,7,26.775,16,114.115,3,15.650,6,24.030,10,108.305,1,5.500,5,29.990,9,47.850,8,57.730,2,8.540,5,79.880,7,63.690,2,11.175,694,"3,235.089"
3122,405,"1,663.302",3,14.535,12,67.980,9,48.789,3,14.520,11,59.025,6,33.585,8,53.175,5,40.625,3,23.505,3,16.485,6,49.330,3,24.615,3,14.960,4,30.390,13,77.725,1,3.960,498,"2,236.506"
3123,292,"1,202.255",2,10.500,6,43.775,7,41.295,11,43.150,18,42.975,2,13.310,2,10.275,2,9.680,1,19.800,5,115.750,3,13.375,3,23.415,2,11.850,9,66.695,2,12.480,1,9.900,368,"1,690.480"
3124,705,"2,565.627",7,43.215,12,60.500,13,102.010,4,20.050,10,70.495,9,75.485,12,75.735,8,47.415,11,80.630,5,80.430,12,164.455,9,59.055,4,25.675,10,168.790,12,83.285,3,18.880,846,"3,741.732"
3125,593,"1,781.813",3,11.925,4,49.555,10,53.810,14,99.070,6,35.335,2,12.300,6,85.965,5,28.670,5,22.650,9,90.300,11,122.065,6,46.820,8,47.920,7,60.110,7,40.905,3,15.480,699,"2,604.693"
3126,239,892.465,4,22.200,4,26.190,1,24.700,2,12.585,1,5.520,0,0.000,2,12.240,2,7.595,5,55.490,0,0.000,1,11.220,3,48.710,3,21.065,2,10.280,2,8.950,1,6.600,272,"1,165.810"
3127,685,"2,376.202",13,77.505,13,62.005,12,73.185,16,100.835,9,56.105,7,42.860,5,40.860,5,29.245,8,63.115,11,69.390,8,68.225,13,109.775,8,45.800,15,83.700,7,35.665,2,10.890,837,"3,345.362"
3128,599,"2,102.801",15,85.270,9,75.090,13,75.185,7,127.070,14,93.685,6,37.680,3,28.050,10,62.185,7,43.125,12,107.165,11,60.320,14,172.405,5,36.905,11,61.570,7,39.845,6,39.895,749,"3,248.246"
3129,642,"2,158.994",12,76.705,6,103.115,18,100.915,14,76.095,6,43.000,5,32.725,7,47.430,7,38.035,5,27.745,5,29.820,13,79.645,3,18.510,10,57.330,8,47.940,8,50.070,1,6.600,770,"2,994.674"
3130,"1,459","4,695.661",21,100.925,19,117.837,27,240.210,25,143.875,11,83.630,13,80.964,11,84.930,15,86.725,20,116.800,20,118.365,29,190.860,23,139.490,22,125.455,24,148.200,16,94.680,5,30.705,"1,760","6,599.312"
3131,"1,082","3,858.718",15,84.720,16,92.080,16,98.650,13,75.335,17,90.870,8,62.545,9,106.430,12,85.545,14,105.205,29,159.460,23,193.345,19,174.260,19,120.315,19,201.485,20,123.475,3,109.695,"1,334","5,742.133"
3132,654,"2,095.627",12,63.835,10,51.785,19,116.280,10,72.315,11,102.360,4,48.190,7,57.960,9,59.605,8,51.535,16,139.675,11,56.180,20,114.720,16,92.495,6,34.370,10,53.330,4,18.895,827,"3,229.157"
3133,"1,337","4,572.760",14,80.030,25,166.920,24,148.140,22,124.515,13,84.110,6,52.720,6,33.660,15,91.695,18,130.020,26,161.275,24,143.165,21,143.040,21,130.470,30,201.295,23,150.870,6,33.150,"1,631","6,447.835"
3134,"1,589","6,498.833",13,72.235,31,157.005,23,147.815,21,150.220,21,134.575,10,79.665,15,369.265,19,111.025,21,225.330,14,275.085,18,109.935,18,251.595,15,112.945,17,108.890,17,101.210,5,31.315,"1,867","8,936.943"
3135,985,"3,491.319",15,173.265,14,167.240,21,147.850,19,102.765,11,173.905,5,24.538,3,15.015,12,70.460,10,64.390,11,74.645,19,178.000,16,100.510,15,99.730,15,107.015,8,51.720,6,38.190,"1,185","5,080.557"
3136,"2,272","7,593.858",47,238.615,65,320.755,46,294.590,37,228.395,16,99.593,14,122.665,11,161.975,22,105.145,60,331.070,46,301.230,29,144.880,38,333.140,33,182.620,34,184.290,39,261.790,17,102.015,"2,826","11,006.626"
3137,946,"4,353.568",10,56.900,14,80.515,13,160.805,11,55.665,10,184.315,6,42.490,6,42.635,10,140.700,7,36.300,10,69.965,9,47.425,7,59.565,4,119.190,11,64.165,8,66.620,7,136.060,"1,089","5,716.883"
3138,"1,389","4,711.431",22,124.560,22,146.250,17,100.990,22,133.910,12,75.485,5,25.120,5,24.275,13,101.010,6,38.905,21,126.325,11,73.685,23,137.575,8,56.620,16,100.055,19,114.845,7,49.585,"1,618","6,140.626"
3139,"1,210","5,331.187",11,59.865,21,260.120,16,218.205,7,47.070,12,132.230,7,121.175,8,99.530,5,32.580,6,37.885,15,111.090,11,71.705,20,164.860,16,104.530,10,58.700,18,129.420,0,0.000,"1,393","6,980.152"
3140,"1,118","4,744.249",7,34.905,16,95.540,14,83.615,8,45.050,12,138.530,7,63.415,6,44.910,10,64.205,3,16.980,11,95.340,14,85.775,16,117.960,13,88.480,11,72.790,13,76.575,1,6.600,"1,280","5,874.919"
3141,206,943.897,2,6.510,3,15.855,6,30.585,1,3.300,1,31.600,2,17.420,0,0.000,3,10.430,0,0.000,5,33.918,2,10.800,2,19.100,0,0.000,4,32.150,2,17.480,2,22.470,241,"1,195.515"
3142,174,"1,107.364",3,7.640,6,168.115,1,5.400,8,44.065,5,55.600,1,20.400,4,54.295,4,33.490,6,50.405,2,42.840,3,27.110,0,0.000,4,118.070,2,12.975,2,15.000,2,16.840,227,"1,779.609"
3143,179,722.172,3,10.780,2,11.130,3,16.355,2,16.120,1,3.720,2,6.165,0,0.000,4,92.460,6,120.670,2,17.845,3,25.140,3,30.010,2,12.125,1,4.950,2,13.250,0,0.000,215,"1,102.892"
3144,290,"1,537.048",2,16.260,4,22.520,2,44.480,2,9.720,4,20.375,3,15.700,3,17.010,4,27.975,2,11.030,5,28.810,3,25.620,3,19.780,1,6.500,2,12.615,7,42.495,0,0.000,337,"1,857.938"
3145,728,"2,765.679",9,42.375,10,55.990,10,56.230,9,100.715,8,51.010,8,67.310,7,56.920,5,28.680,4,26.085,14,77.615,7,23.360,16,91.920,9,53.715,13,74.415,10,66.620,3,15.095,870,"3,653.734"
3146,803,"3,130.112",10,66.460,15,71.875,15,80.705,15,88.345,12,84.040,5,39.865,6,32.835,9,63.285,10,68.670,11,77.495,12,86.055,11,60.470,7,51.762,7,44.805,10,63.925,1,4.950,959,"4,115.654"
3147,666,"2,265.388",13,71.375,14,77.540,12,75.455,11,56.195,13,93.015,5,34.140,6,33.705,4,96.405,2,18.800,3,20.020,10,59.825,6,61.915,6,31.770,11,70.085,8,75.630,0,0.000,790,"3,141.263"
3148,330,976.045,9,118.595,9,49.965,2,11.550,6,27.450,3,19.595,6,23.660,4,22.650,4,24.200,6,36.795,4,26.855,1,4.340,3,21.640,3,19.250,3,18.480,2,10.220,2,15.030,397,"1,426.320"
3149,"1,686","5,609.490",31,165.675,45,296.640,22,123.615,21,130.060,20,117.050,12,86.335,17,109.185,21,125.530,22,141.395,30,179.640,31,327.740,25,226.525,25,158.275,26,157.230,26,199.100,3,18.480,"2,063","8,171.965"
3150,"3,274","10,909.677",53,289.044,83,492.095,70,401.120,61,341.485,50,324.610,31,190.100,21,133.495,51,313.865,30,240.745,44,349.325,65,421.875,64,426.925,49,297.810,56,361.280,48,325.980,9,57.980,"4,059","15,877.411"
3151,486,"1,372.588",4,24.740,14,79.900,14,88.910,6,34.075,3,19.135,3,18.370,4,36.090,4,28.745,0,0.000,9,57.315,8,50.390,6,37.740,8,53.415,3,18.180,5,28.580,1,4.680,578,"1,952.853"
3152,"1,902","6,398.962",41,230.365,38,221.635,44,348.640,37,309.870,28,174.915,10,152.610,23,139.020,22,138.910,36,207.730,45,274.425,36,214.930,34,243.205,45,346.920,33,200.060,41,252.765,8,45.810,"2,423","9,900.772"
3153,"1,333","7,717.121",21,145.695,18,134.210,25,238.330,20,168.520,4,138.490,9,118.940,10,68.655,17,253.210,13,246.660,17,175.805,19,271.530,20,328.770,12,69.580,11,59.875,19,128.935,4,34.300,"1,572","10,298.626"
3154,265,906.355,4,20.340,9,46.590,1,3.600,3,16.750,0,0.000,1,5.220,4,20.050,3,18.400,4,21.780,1,6.300,2,23.595,3,24.615,6,38.165,3,14.280,2,12.300,0,0.000,311,"1,178.340"
3155,"1,282","4,360.578",14,76.175,24,154.480,15,85.445,17,100.180,9,49.375,7,82.990,6,32.230,15,98.755,8,47.825,26,172.190,22,120.965,15,79.855,21,106.930,24,159.235,13,198.275,3,12.960,"1,521","5,938.443"
3156,"2,559","9,152.792",37,217.355,35,216.575,51,313.070,41,254.300,21,137.805,16,93.170,16,88.320,26,242.625,19,107.855,41,260.540,47,293.840,28,184.510,21,139.695,32,221.945,25,184.385,9,48.045,"3,024","12,156.827"
3158,328,"1,216.929",8,40.630,8,40.970,4,17.675,4,27.315,3,19.890,3,19.300,1,3.015,2,10.500,6,36.990,2,14.080,4,33.010,3,43.645,2,13.200,5,29.420,6,45.110,3,18.075,392,"1,629.754"
3159,147,519.570,1,5.795,1,6.000,5,34.035,2,12.500,0,0.000,1,5.700,1,5.800,3,24.360,1,6.600,0,0.000,1,5.610,1,4.095,0,0.000,2,11.880,2,13.215,1,7.920,169,663.080
3160,467,"1,750.623",9,46.080,13,94.175,7,38.330,9,56.860,6,34.460,1,4.200,3,40.000,6,38.080,4,28.235,2,20.600,5,24.305,4,24.215,8,49.555,8,52.650,6,35.880,1,5.600,559,"2,343.848"
3161,276,"1,351.767",4,17.580,5,52.410,5,39.397,3,22.010,5,25.395,6,42.765,4,22.895,3,19.920,6,49.635,2,16.360,9,65.230,4,25.580,3,16.890,5,49.205,5,43.270,1,6.600,346,"1,866.909"
3162,491,"1,977.184",10,54.475,10,58.270,14,90.490,9,49.200,6,123.050,8,72.125,7,33.430,3,18.240,4,29.915,7,51.275,4,31.945,8,50.870,6,38.870,10,68.690,5,33.240,0,0.000,602,"2,781.269"
3163,889,"2,900.384",16,85.145,13,66.130,15,82.725,18,103.020,11,59.865,6,35.685,6,27.835,6,54.700,1,4.000,14,81.240,14,100.960,12,72.410,14,75.925,10,49.285,9,44.770,2,11.895,"1,056","3,855.974"
3164,19,523.310,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,20.250,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,20,543.560
3165,"1,036","3,537.990",18,94.925,17,96.780,16,107.715,13,65.380,11,60.745,11,82.300,10,61.175,13,78.395,7,35.835,16,102.495,12,65.615,14,85.030,19,130.730,20,105.945,17,128.080,3,18.200,"1,253","4,857.335"
3166,866,"3,355.969",15,88.085,10,150.955,13,109.880,18,115.890,13,147.715,7,58.250,4,42.615,9,82.260,10,64.460,13,79.070,12,95.195,14,107.925,10,86.940,16,91.130,8,43.080,2,9.400,"1,040","4,728.819"
3167,442,"1,677.843",6,31.020,19,101.590,5,29.050,6,121.725,9,47.770,4,20.530,5,48.210,5,19.255,5,31.255,9,52.725,10,78.170,4,38.370,5,65.940,10,127.930,2,12.225,1,6.600,547,"2,510.208"
3168,462,"2,174.180",13,64.120,8,54.270,7,71.295,13,175.915,5,231.765,1,6.050,8,75.510,6,36.430,6,31.260,4,21.690,12,71.290,8,118.545,5,22.820,8,70.120,9,78.155,2,17.940,577,"3,321.355"
3169,843,"3,255.324",23,116.630,22,125.615,17,195.200,19,96.170,14,81.205,6,52.435,10,140.780,7,43.615,15,108.100,14,197.410,17,98.075,8,85.310,15,91.615,20,123.365,7,40.980,3,18.150,"1,060","4,869.979"
3170,"1,024","4,119.962",22,218.570,30,296.940,21,147.150,17,107.360,14,133.595,9,155.980,11,56.585,9,85.160,11,63.070,16,159.155,23,156.325,15,96.090,19,119.280,21,136.340,13,176.030,2,10.890,"1,277","6,238.482"
3171,"1,063","3,901.460",17,109.140,21,126.355,17,100.385,26,156.415,7,64.315,6,48.770,5,28.305,10,59.085,14,80.150,19,112.860,18,140.580,19,156.540,12,69.745,19,122.755,18,126.190,1,13.200,"1,292","5,416.250"
3172,"1,223","4,668.931",27,133.745,26,155.125,23,131.730,10,79.275,15,83.990,4,30.600,9,50.505,15,92.710,14,83.350,36,201.620,20,115.285,17,151.640,18,111.165,24,265.230,23,158.465,7,39.260,"1,511","6,552.626"
3173,"2,051","8,458.491",41,338.975,57,338.940,51,319.500,33,207.725,21,160.735,14,118.100,17,190.200,20,154.815,33,360.290,28,171.075,46,283.210,41,353.190,39,242.835,43,340.815,29,181.130,9,88.935,"2,573","12,308.961"
3174,"1,575","5,314.623",33,170.215,27,151.335,33,190.630,21,114.820,18,188.275,7,52.230,7,53.125,17,120.960,26,164.080,42,355.535,30,176.415,32,196.755,29,160.885,27,175.360,31,178.350,10,63.375,"1,965","7,826.968"
3175,"2,390","15,579.983",33,236.285,50,500.060,49,488.235,42,564.470,29,387.185,25,410.630,21,409.055,24,545.895,14,188.940,51,691.470,45,440.120,62,"1,051.510",38,414.320,42,455.420,35,388.715,8,62.600,"2,958","22,814.893"
3176,1,5.100,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,5.100
3177,504,"1,572.042",2,8.880,8,71.530,7,33.530,6,43.220,5,35.700,1,6.670,7,35.040,3,17.400,6,28.875,10,54.785,11,59.600,14,104.005,4,21.840,10,60.210,6,31.460,0,0.000,604,"2,184.787"
3178,"2,557","8,710.944",39,215.165,48,317.430,36,210.415,26,168.650,22,157.980,17,203.670,12,68.815,29,181.554,34,191.885,43,269.920,47,291.680,40,352.100,52,277.275,46,410.520,23,169.195,5,33.600,"3,076","12,230.798"
3179,401,"2,073.178",5,27.030,8,44.545,5,50.535,6,36.535,8,124.770,3,57.415,4,118.840,3,14.595,2,11.280,8,49.255,8,90.380,9,126.620,4,25.830,3,16.545,7,50.940,1,4.290,485,"2,922.583"
3180,548,"2,082.050",13,69.480,12,70.610,7,36.755,5,173.555,4,119.460,3,15.505,5,28.970,6,35.135,6,89.105,12,122.830,13,203.645,4,25.750,2,39.615,10,60.870,8,49.335,2,11.310,660,"3,233.980"
3181,252,956.035,4,17.510,6,61.770,3,15.460,2,15.075,5,149.028,2,30.240,1,10.200,4,22.375,2,4.960,4,26.045,4,31.200,1,6.400,1,6.300,8,40.935,4,22.850,0,0.000,303,"1,416.383"
3182,266,"1,192.855",0,0.000,3,18.320,0,0.000,1,2.925,7,45.985,3,13.890,1,20.400,2,14.170,3,19.535,7,36.850,4,16.110,1,6.600,2,9.660,0,0.000,4,19.230,1,3.630,305,"1,420.160"
3183,295,"1,001.455",4,21.980,7,31.790,5,29.630,0,0.000,3,20.505,3,14.385,4,102.220,2,10.935,2,12.975,3,14.745,2,12.870,5,19.800,4,27.340,2,7.700,4,21.180,0,0.000,345,"1,349.510"
3184,310,"1,093.190",3,19.140,3,19.420,6,28.515,2,16.995,0,0.000,3,12.990,3,30.675,2,8.640,2,12.850,7,20.940,0,0.000,1,9.900,3,21.035,3,13.300,3,19.550,0,0.000,351,"1,327.140"
3185,329,"1,219.421",4,14.600,0,0.000,4,17.850,3,41.885,4,20.380,3,22.470,4,23.775,6,31.215,2,13.160,6,41.495,2,3.410,4,35.670,4,21.750,6,35.505,3,22.560,0,0.000,384,"1,565.146"
3186,732,"3,349.278",7,40.245,11,66.668,13,119.110,11,63.045,12,108.620,5,44.425,9,71.545,13,88.995,4,37.635,6,39.905,9,62.170,16,74.090,13,81.515,4,35.155,11,72.500,3,20.045,879,"4,374.946"
3187,706,"2,332.702",6,29.565,12,67.675,8,36.855,9,60.385,8,38.020,4,28.990,4,22.970,1,5.500,5,27.365,7,45.260,7,87.855,11,82.600,4,122.910,11,56.780,8,54.290,1,16.500,812,"3,116.222"
3188,667,"2,412.219",6,29.650,8,41.950,11,61.005,8,40.935,10,83.870,9,38.240,6,40.230,6,38.190,4,31.950,7,53.340,9,86.550,6,38.640,8,54.360,14,97.180,11,59.200,1,7.350,791,"3,214.859"
3189,380,"2,558.301",1,5.490,5,21.900,4,19.295,4,18.135,4,22.665,2,16.165,5,150.140,2,62.445,4,35.850,3,20.640,10,110.795,1,5.270,2,15.180,8,47.990,4,19.830,3,33.080,442,"3,163.171"
3190,342,"1,339.878",8,40.605,3,16.260,7,37.270,6,39.770,1,5.225,3,30.705,1,6.555,3,13.660,6,38.405,4,25.210,6,85.450,4,24.690,4,22.670,1,6.600,6,31.620,0,0.000,405,"1,764.573"
3191,376,"1,523.290",7,42.750,4,31.945,7,32.935,6,26.290,9,50.545,2,11.130,3,19.845,3,28.780,7,44.430,5,27.630,4,115.555,7,62.130,3,20.150,10,52.060,3,19.820,0,0.000,456,"2,109.285"
3192,919,"4,057.543",10,51.960,17,93.360,19,122.570,20,206.595,12,98.625,10,51.745,6,85.490,11,63.005,12,61.100,19,126.715,19,298.355,11,153.670,12,75.050,11,94.760,10,129.840,1,6.270,"1,119","5,776.653"
3193,813,"3,349.042",12,68.430,11,60.385,24,191.940,15,92.320,10,60.700,7,44.900,7,39.845,11,64.520,7,39.190,9,51.335,9,59.940,8,56.215,9,55.945,8,58.070,14,81.640,1,4.950,975,"4,379.367"
3194,427,"1,870.632",12,68.545,10,58.765,12,65.790,6,39.120,11,75.550,6,38.435,8,49.590,3,16.700,3,135.080,9,46.455,3,17.340,6,75.340,1,10.000,9,49.275,10,57.690,2,10.890,538,"2,685.197"
3195,"1,944","9,388.180",30,194.090,35,346.365,39,392.585,33,300.025,18,326.858,21,165.435,13,89.600,24,190.955,19,162.620,26,187.725,34,390.000,32,307.360,20,218.605,21,129.495,30,205.720,7,38.610,"2,346","13,034.228"
3196,"1,287","4,151.355",22,116.255,28,170.055,32,201.359,28,156.340,18,184.505,5,28.000,8,50.200,16,96.465,11,56.810,15,79.820,14,75.200,19,201.325,14,74.980,26,154.385,21,154.985,4,16.830,"1,568","5,968.869"
3197,819,"2,419.846",10,52.095,9,66.885,8,37.850,11,58.695,8,141.790,1,16.800,5,32.150,5,32.590,8,47.935,5,25.380,12,63.945,7,38.550,11,121.525,11,62.330,5,27.030,3,14.220,938,"3,259.616"
3198,"1,152","4,267.429",11,60.240,13,69.390,20,139.315,13,69.545,11,61.955,4,26.800,10,72.290,9,73.015,6,35.735,15,97.680,19,123.100,9,44.750,5,25.825,6,41.215,6,33.590,3,19.800,"1,312","5,261.674"
3199,"3,095","10,244.346",39,210.630,71,366.773,68,386.280,48,301.547,25,247.050,14,171.875,11,54.580,21,118.230,31,204.630,52,315.780,45,275.675,33,227.065,41,322.455,47,398.385,22,130.665,7,45.920,"3,670","14,021.886"
3200,280,820.820,1,6.600,3,15.965,4,21.230,1,6.600,3,59.840,2,10.810,1,5.130,6,27.255,3,13.020,3,18.240,5,28.980,4,22.515,3,17.070,3,18.600,2,10.905,0,0.000,324,"1,103.580"
3201,"1,634","7,254.779",22,116.315,25,149.290,24,206.000,28,294.495,23,273.805,9,94.255,8,165.850,17,233.845,15,155.738,18,110.375,19,177.835,14,272.050,16,114.450,18,245.150,19,200.850,4,57.420,"1,913","10,122.502"
3202,137,986.821,3,17.280,3,18.600,2,11.120,1,2.135,1,6.050,0,0.000,2,9.635,2,7.785,3,20.445,3,15.990,2,32.340,2,8.010,0,0.000,2,12.900,6,38.295,1,30.360,170,"1,217.766"
3204,"1,043","3,699.104",17,88.255,16,87.100,23,158.085,25,123.520,7,42.760,13,79.620,5,27.355,12,158.445,13,96.465,15,82.320,21,133.505,15,147.315,17,195.140,22,130.125,19,113.375,1,6.600,"1,284","5,369.089"
3205,150,670.864,5,23.425,6,120.035,1,4.400,5,27.515,2,26.030,0,0.000,1,2.555,1,5.120,1,6.600,1,2.200,2,30.360,2,103.320,0,0.000,3,49.395,0,0.000,0,0.000,180,"1,071.819"
3206,262,"1,016.234",2,5.850,2,5.655,2,8.280,4,18.150,2,36.870,1,3.200,1,8.400,1,4.810,3,9.000,3,11.645,3,11.555,0,0.000,2,10.170,2,13.140,5,23.065,1,9.915,296,"1,195.939"
3207,261,"1,708.251",2,7.815,1,5.270,2,12.600,2,7.225,7,61.180,4,22.900,7,125.600,6,130.600,4,16.245,6,82.720,2,59.040,5,127.720,0,0.000,5,21.650,1,36.000,2,65.230,317,"2,490.046"
3211,180,903.295,1,6.600,0,0.000,1,6.615,1,6.615,1,4.400,1,11.340,1,4.950,0,0.000,3,19.800,3,32.800,3,22.360,3,30.030,0,0.000,1,4.950,0,0.000,0,0.000,199,"1,053.755"
3212,"1,455","5,524.760",25,153.525,19,104.815,20,129.390,16,97.850,12,96.002,9,54.430,11,68.345,12,92.110,10,57.435,25,179.885,20,135.880,12,84.755,10,56.735,18,119.850,14,77.260,3,20.835,"1,691","7,053.862"
3213,273,"1,694.552",3,23.820,5,33.280,5,29.310,4,33.820,6,35.205,4,43.980,5,35.305,6,36.425,5,38.150,7,90.295,5,32.050,5,37.790,6,42.615,1,6.600,6,56.590,0,0.000,346,"2,269.787"
3214,"1,485","4,693.576",7,31.540,12,62.185,16,102.500,16,83.583,8,52.050,9,273.290,8,39.090,12,159.425,3,111.415,13,63.755,16,85.680,12,121.850,5,25.455,12,61.800,11,63.755,2,11.565,"1,647","6,042.514"
3215,"1,229","5,446.995",14,72.240,25,133.585,17,126.141,15,94.292,18,165.275,11,128.765,16,193.700,13,125.455,11,188.810,17,214.965,18,198.265,13,97.075,15,92.000,11,69.985,9,49.585,2,10.320,"1,454","7,407.453"
3216,"3,843","13,844.697",62,326.955,60,322.402,61,423.853,56,356.166,39,239.985,30,265.680,40,231.780,36,202.860,42,261.200,58,402.795,38,242.595,37,281.505,37,222.005,36,212.690,29,183.425,7,47.300,"4,511","18,067.893"
3217,372,"1,901.405",8,47.260,19,104.235,16,99.692,23,133.786,19,116.596,4,22.745,7,48.780,22,134.045,22,172.035,38,229.125,29,175.305,12,77.615,23,136.300,17,110.615,10,62.595,3,16.500,644,"3,588.634"
3218,642,"2,413.110",9,47.140,11,56.777,10,54.360,10,56.016,11,61.460,6,120.490,7,39.795,5,33.305,9,64.875,10,56.790,14,88.480,14,85.625,10,56.720,11,86.815,6,35.990,0,0.000,785,"3,357.748"
3219,"1,446","4,926.805",14,115.280,14,65.825,20,102.158,17,143.312,14,107.565,12,84.150,10,102.000,12,62.730,12,63.370,14,79.330,12,67.625,10,58.640,3,15.160,10,100.630,9,52.685,7,38.180,"1,636","6,185.445"
3220,865,"5,028.124",5,30.740,13,66.650,13,89.107,4,23.180,11,68.235,8,111.250,7,131.965,6,210.655,6,29.565,9,70.575,13,61.600,12,83.865,6,87.965,11,156.770,8,71.600,3,16.365,"1,000","6,338.211"
3221,437,"1,360.756",2,16.050,2,16.390,3,17.260,1,5.775,0,0.000,0,0.000,1,6.000,1,13.230,0,0.000,0,0.000,1,6.615,1,16.800,1,15.750,0,0.000,2,10.305,0,0.000,452,"1,484.931"
3222,"1,536","6,136.090",18,99.030,32,196.245,20,118.825,23,129.690,18,107.860,18,117.485,20,343.960,17,197.915,14,72.775,20,134.910,24,175.360,13,97.095,17,152.180,25,216.310,17,109.955,2,13.200,"1,834","8,418.885"
3223,983,"3,487.706",18,98.475,15,83.870,18,110.883,18,104.362,19,113.525,2,12.060,7,38.500,7,78.340,9,52.030,13,68.740,11,67.240,11,70.025,8,53.455,12,65.530,13,97.865,2,13.200,"1,166","4,615.806"
3224,"1,255","5,181.199",11,50.815,15,89.780,18,163.015,13,72.865,11,130.380,8,80.895,9,84.375,9,74.070,14,80.320,17,94.285,13,161.290,13,73.870,10,67.630,11,58.040,6,34.485,6,54.965,"1,439","6,552.279"
3225,634,"2,255.696",0,0.000,13,62.235,9,52.325,5,24.120,10,57.510,4,19.860,5,29.220,10,52.730,5,20.845,2,8.500,5,26.890,10,74.355,7,49.340,6,24.755,3,40.590,1,6.400,729,"2,805.371"
3226,"1,421","5,273.544",18,90.640,59,224.435,20,85.190,33,156.635,29,118.825,23,111.055,13,53.875,23,102.820,29,216.245,29,136.790,22,132.040,21,224.905,20,131.375,19,105.435,10,52.095,4,21.740,"1,793","7,237.644"
3227,586,"2,350.928",5,25.330,8,39.010,5,38.585,2,17.000,5,27.060,5,29.605,5,25.645,5,31.425,4,22.400,5,33.560,6,32.260,6,40.285,7,35.030,6,35.315,7,39.970,0,0.000,667,"2,823.408"
3228,"1,610","6,546.408",22,118.710,25,160.960,19,124.903,23,143.562,25,145.835,15,102.845,11,168.255,18,100.335,27,161.806,40,248.535,30,180.185,36,212.335,15,99.135,24,153.035,29,185.975,9,68.955,"1,978","8,921.774"
3230,436,"1,701.074",6,31.410,7,38.525,6,37.200,5,23.597,6,30.830,2,10.350,6,36.610,4,23.940,6,37.745,6,38.915,6,31.100,1,39.000,0,0.000,5,37.620,3,17.660,0,0.000,505,"2,135.576"
